student_id,course_code,internal,external,total,grade
S2022CS009,CS305,31.0,44.0,75.0,A
S2022CS009,CS306,34.0,43.0,77.0,A
S2022CS009,CS307,28.0,36.0,64.0,B+
S2022CS009,CS308,29.0,35.0,64.0,B+
S2022CS010,CS301,25.0,44.0,69.0,B+
S2022CS010,CS302,22.0,35.0,57.0,B
S2022CS010,CS303,27.0,46.0,73.0,A
S2022CS010,CS304,30.0,45.0,75.0,A
S2022CS010,CS305,23.0,35.0,58.0,B
S2022CS010,CS306,26.0,35.0,61.0,B+
S2022CS010,CS307,25.0,39.0,64.0,B+
S2022CS010,CS308,26.0,39.0,65.0,B+
S2022CS011,CS301,29.0,34.0,63.0,B+
S2022CS011,CS302,31.0,36.0,67.0,B+
S2022CS011,CS303,24.0,33.0,57.0,B
S2022CS011,CS304,24.0,41.0,65.0,B+
S2022CS011,CS305,31.0,39.0,70.0,B+
S2022CS011,CS306,33.0,43.0,76.0,A
S2022CS011,CS307,22.0,30.0,52.0,C
S2022CS011,CS308,22.0,36.0,58.0,B
S2022CS012,CS301,35.0,45.0,80.0,A
S2022CS012,CS302,33.0,46.0,79.0,A
S2022CS012,CS303,30.0,47.0,77.0,A
S2022CS012,CS304,31.0,47.0,78.0,A
S2022CS012,CS305,27.0,38.0,65.0,B+
S2022CS012,CS306,24.0,43.0,67.0,B+
S2022CS012,CS307,29.0,46.0,75.0,A
S2022CS012,CS308,35.0,47.0,82.0,A+
S2022CS013,CS301,25.0,37.0,62.0,B+
S2022CS013,CS302,17.0,13.0,30.0,U
S2022CS013,CS303,28.0,50.0,78.0,A
S2022CS013,CS304,18.0,26.0,44.0,U
S2022CS013,CS305,32.0,38.0,70.0,B+
S2022CS013,CS306,32.0,41.0,73.0,A
S2022CS013,CS307,26.0,36.0,62.0,B+
S2022CS013,CS308,20.0,28.0,48.0,U
S2022CS014,CS301,24.0,42.0,66.0,B+
S2022CS014,CS302,21.0,15.0,36.0,U
S2022CS014,CS303,23.0,32.0,55.0,C
S2022CS014,CS304,30.0,36.0,66.0,B+
S2022CS014,CS305,20.0,13.0,33.0,U
S2022CS014,CS306,30.0,36.0,66.0,B+
S2022CS014,CS307,28.0,32.0,60.0,B
S2022CS014,CS308,29.0,47.0,76.0,A
S2022CS015,CS301,35.0,51.0,86.0,A+
S2022CS015,CS302,33.0,49.0,82.0,A+
S2022CS015,CS303,26.0,43.0,69.0,B+
S2022CS015,CS304,29.0,51.0,80.0,A
S2022CS015,CS305,30.0,44.0,74.0,A
S2022CS015,CS306,33.0,47.0,80.0,A
S2022CS015,CS307,29.0,44.0,73.0,A
S2022CS015,CS308,34.0,50.0,84.0,A+
S2022CS016,CS301,29.0,41.0,70.0,B+
S2022CS016,CS302,24.0,43.0,67.0,B+
S2022CS016,CS303,30.0,39.0,69.0,B+
S2022CS016,CS304,30.0,42.0,72.0,A
S2022CS016,CS305,24.0,40.0,64.0,B+
S2022CS016,CS306,28.0,39.0,67.0,B+
S2022CS016,CS307,22.0,43.0,65.0,B+
S2022CS016,CS308,28.0,36.0,64.0,B+
S2022CS017,CS301,27.0,43.0,70.0,B+
S2022CS017,CS302,34.0,38.0,72.0,A
S2022CS017,CS303,37.0,53.0,90.0,A+
S2022CS017,CS304,33.0,46.0,79.0,A
S2022CS017,CS305,28.0,42.0,70.0,B+
S2022CS017,CS306,31.0,40.0,71.0,A
S2022CS017,CS307,28.0,40.0,68.0,B+
S2022CS017,CS308,30.0,44.0,74.0,A
S2022CS018,CS301,26.0,42.0,68.0,B+
S2022CS018,CS302,22.0,49.0,71.0,A
S2022CS018,CS303,29.0,32.0,61.0,B+
S2022CS018,CS304,22.0,37.0,59.0,B
S2022CS018,CS305,29.0,37.0,66.0,B+
S2022CS018,CS306,26.0,38.0,64.0,B+
S2022CS018,CS307,27.0,38.0,65.0,B+
S2022CS018,CS308,31.0,45.0,76.0,A
S2022CS019,CS301,22.0,39.0,61.0,B+
S2022CS019,CS302,27.0,43.0,70.0,B+
S2022CS019,CS303,27.0,41.0,68.0,B+
S2022CS019,CS304,23.0,39.0,62.0,B+
S2022CS019,CS305,34.0,49.0,83.0,A+
S2022CS019,CS306,29.0,30.0,59.0,B
S2022CS019,CS307,22.0,35.0,57.0,B
S2022CS019,CS308,25.0,38.0,63.0,B+
S2022CS020,CS301,29.0,48.0,77.0,A
S2022CS020,CS302,28.0,51.0,79.0,A
S2022CS020,CS303,32.0,49.0,81.0,A+
S2022CS020,CS304,29.0,34.0,63.0,B+
S2022CS020,CS305,35.0,40.0,75.0,A
S2022CS020,CS306,30.0,48.0,78.0,A
S2022CS020,CS307,29.0,44.0,73.0,A
S2022CS020,CS308,34.0,48.0,82.0,A+
S2022CS021,CS301,24.0,37.0,61.0,B+
S2022CS021,CS302,22.0,30.0,52.0,C
S2022CS021,CS303,23.0,32.0,55.0,C
S2022CS021,CS304,26.0,33.0,59.0,B
S2022CS021,CS305,22.0,31.0,53.0,C
S2022CS021,CS306,27.0,32.0,59.0,B
S2022CS021,CS307,23.0,37.0,60.0,B
S2022CS021,CS308,27.0,33.0,60.0,B
S2022CS022,CS301,22.0,47.0,69.0,B+
S2022CS022,CS302,32.0,42.0,74.0,A
S2022CS022,CS303,23.0,42.0,65.0,B+
S2022CS022,CS304,23.0,44.0,67.0,B+
S2022CS022,CS305,29.0,52.0,81.0,A+
S2022CS022,CS306,32.0,57.0,89.0,A+
S2022CS022,CS307,34.0,47.0,81.0,A+
S2022CS022,CS308,33.0,43.0,76.0,A
S2022CS023,CS301,26.0,40.0,66.0,B+
S2022CS023,CS302,23.0,30.0,53.0,C
S2022CS023,CS303,26.0,38.0,64.0,B+
S2022CS023,CS304,24.0,40.0,64.0,B+
S2022CS023,CS305,23.0,39.0,62.0,B+
S2022CS023,CS306,22.0,38.0,60.0,B
S2022CS023,CS307,27.0,36.0,63.0,B+
S2022CS023,CS308,22.0,36.0,58.0,B
S2022CS024,CS301,24.0,42.0,66.0,B+
S2022CS024,CS302,25.0,46.0,71.0,A
S2022CS024,CS303,32.0,48.0,80.0,A
S2022CS024,CS304,27.0,42.0,69.0,B+
S2022CS024,CS305,25.0,38.0,63.0,B+
S2022CS024,CS306,27.0,46.0,73.0,A
S2022CS024,CS307,28.0,36.0,64.0,B+
S2022CS024,CS308,29.0,37.0,66.0,B+
S2022CS025,CS301,32.0,44.0,76.0,A
S2022CS025,CS302,36.0,42.0,78.0,A
S2022CS025,CS303,33.0,48.0,81.0,A+
S2022CS025,CS304,24.0,39.0,63.0,B+
S2022CS025,CS305,28.0,49.0,77.0,A
S2022CS025,CS306,27.0,44.0,71.0,A
S2022CS025,CS307,31.0,40.0,71.0,A
S2022CS025,CS308,29.0,36.0,65.0,B+
S2022CS026,CS301,30.0,44.0,74.0,A
S2022CS026,CS302,24.0,52.0,76.0,A
S2022CS026,CS303,30.0,32.0,62.0,B+
S2022CS026,CS304,32.0,42.0,74.0,A
S2022CS026,CS305,31.0,53.0,84.0,A+
S2022CS026,CS306,31.0,40.0,71.0,A
S2022CS026,CS307,34.0,57.0,91.0,O
S2022CS026,CS308,33.0,47.0,80.0,A
S2022CS027,CS301,32.0,43.0,75.0,A
S2022CS027,CS302,36.0,51.0,87.0,A+
S2022CS027,CS303,36.0,53.0,89.0,A+
S2022CS027,CS304,31.0,46.0,77.0,A
S2022CS027,CS305,31.0,41.0,72.0,A
S2022CS027,CS306,37.0,51.0,88.0,A+
S2022CS027,CS307,32.0,46.0,78.0,A
S2022CS027,CS308,23.0,46.0,69.0,B+
S2022CS028,CS301,22.0,30.0,52.0,C
S2022CS028,CS302,22.0,32.0,54.0,C
S2022CS028,CS303,27.0,34.0,61.0,B+
S2022CS028,CS304,23.0,30.0,53.0,C
S2022CS028,CS305,22.0,30.0,52.0,C
S2022CS028,CS306,22.0,30.0,52.0,C
S2022CS028,CS307,22.0,30.0,52.0,C
S2022CS028,CS308,22.0,30.0,52.0,C
S2022CS029,CS301,28.0,48.0,76.0,A
S2022CS029,CS302,25.0,45.0,70.0,B+
S2022CS029,CS303,30.0,47.0,77.0,A
S2022CS029,CS304,31.0,44.0,75.0,A
S2022CS029,CS305,27.0,41.0,68.0,B+
S2022CS029,CS306,36.0,48.0,84.0,A+
S2022CS029,CS307,33.0,44.0,77.0,A
S2022CS029,CS308,34.0,43.0,77.0,A
S2022CS030,CS301,31.0,47.0,78.0,A
S2022CS030,CS302,28.0,43.0,71.0,A
S2022CS030,CS303,22.0,44.0,66.0,B+
S2022CS030,CS304,32.0,44.0,76.0,A
S2022CS030,CS305,35.0,53.0,88.0,A+
S2022CS030,CS306,26.0,48.0,74.0,A
S2022CS030,CS307,24.0,21.0,45.0,U
S2022CS030,CS308,28.0,45.0,73.0,A
S2022CS031,CS301,24.0,33.0,57.0,B
S2022CS031,CS302,32.0,36.0,68.0,B+
S2022CS031,CS303,33.0,46.0,79.0,A
S2022CS031,CS304,22.0,40.0,62.0,B+
S2022CS031,CS305,29.0,44.0,73.0,A
S2022CS031,CS306,22.0,38.0,60.0,B
S2022CS031,CS307,25.0,40.0,65.0,B+
S2022CS031,CS308,22.0,34.0,56.0,B
S2022CS032,CS301,24.0,50.0,74.0,A
S2022CS032,CS302,32.0,44.0,76.0,A
S2022CS032,CS303,31.0,44.0,75.0,A
S2022CS032,CS304,28.0,45.0,73.0,A
S2022CS032,CS305,30.0,46.0,76.0,A
S2022CS032,CS306,27.0,49.0,76.0,A
S2022CS032,CS307,24.0,44.0,68.0,B+
S2022CS032,CS308,28.0,45.0,73.0,A
S2022CS033,CS301,29.0,42.0,71.0,A
S2022CS033,CS302,26.0,41.0,67.0,B+
S2022CS033,CS303,30.0,45.0,75.0,A
S2022CS033,CS304,34.0,43.0,77.0,A
S2022CS033,CS305,29.0,45.0,74.0,A
S2022CS033,CS306,36.0,41.0,77.0,A
S2022CS033,CS307,33.0,46.0,79.0,A
S2022CS033,CS308,35.0,52.0,87.0,A+
S2022CS034,CS301,30.0,45.0,75.0,A
S2022CS034,CS302,29.0,56.0,85.0,A+
S2022CS034,CS303,28.0,46.0,74.0,A
S2022CS034,CS304,27.0,42.0,69.0,B+
S2022CS034,CS305,35.0,54.0,89.0,A+
S2022CS034,CS306,30.0,50.0,80.0,A
S2022CS034,CS307,35.0,47.0,82.0,A+
S2022CS034,CS308,33.0,43.0,76.0,A
S2022CS035,CS301,31.0,48.0,79.0,A
S2022CS035,CS302,28.0,53.0,81.0,A+
S2022CS035,CS303,37.0,54.0,91.0,O
S2022CS035,CS304,24.0,54.0,78.0,A
S2022CS035,CS305,35.0,55.0,90.0,A+
S2022CS035,CS306,32.0,48.0,80.0,A
S2022CS035,CS307,34.0,54.0,88.0,A+
S2022CS035,CS308,34.0,46.0,80.0,A
S2022CS036,CS301,22.0,30.0,52.0,C
S2022CS036,CS302,22.0,30.0,52.0,C
S2022CS036,CS303,24.0,30.0,54.0,C
S2022CS036,CS304,24.0,30.0,54.0,C
S2022CS036,CS305,24.0,30.0,54.0,C
S2022CS036,CS306,22.0,30.0,52.0,C
S2022CS036,CS307,23.0,30.0,53.0,C
S2022CS036,CS308,23.0,30.0,53.0,C
S2022CS037,CS301,26.0,40.0,66.0,B+
S2022CS037,CS302,29.0,41.0,70.0,B+
S2022CS037,CS303,32.0,49.0,81.0,A+
S2022CS037,CS304,25.0,42.0,67.0,B+
S2022CS037,CS305,23.0,34.0,57.0,B
S2022CS037,CS306,27.0,40.0,67.0,B+
S2022CS037,CS307,32.0,42.0,74.0,A
S2022CS037,CS308,27.0,37.0,64.0,B+
S2022CS038,CS301,26.0,35.0,61.0,B+
S2022CS038,CS302,30.0,39.0,69.0,B+
S2022CS038,CS303,30.0,41.0,71.0,A
S2022CS038,CS304,22.0,31.0,53.0,C
S2022CS038,CS305,22.0,30.0,52.0,C
S2022CS038,CS306,32.0,45.0,77.0,A
S2022CS038,CS307,26.0,35.0,61.0,B+
S2022CS038,CS308,29.0,39.0,68.0,B+
S2022CS039,CS301,30.0,36.0,66.0,B+
S2022CS039,CS302,26.0,40.0,66.0,B+
S2022CS039,CS303,24.0,33.0,57.0,B
S2022CS039,CS304,26.0,39.0,65.0,B+
S2022CS039,CS305,24.0,32.0,56.0,B
S2022CS039,CS306,31.0,45.0,76.0,A
S2022CS039,CS307,27.0,30.0,57.0,B
S2022CS039,CS308,22.0,35.0,57.0,B
S2022CS040,CS301,36.0,47.0,83.0,A+
S2022CS040,CS302,25.0,42.0,67.0,B+
S2022CS040,CS303,29.0,40.0,69.0,B+
S2022CS040,CS304,32.0,55.0,87.0,A+
S2022CS040,CS305,34.0,47.0,81.0,A+
S2022CS040,CS306,26.0,42.0,68.0,B+
S2022CS040,CS307,29.0,42.0,71.0,A
S2022CS040,CS308,27.0,44.0,71.0,A
S2023IT001,CS301,31.0,33.0,64.0,B+
S2023IT001,CS302,31.0,47.0,78.0,A
S2023IT001,CS303,26.0,30.0,56.0,B
S2023IT001,CS304,31.0,30.0,61.0,B+
S2023IT001,CS305,28.0,37.0,65.0,B+
S2023IT001,CS306,28.0,42.0,70.0,B+
S2023IT001,CS307,23.0,47.0,70.0,B+
S2023IT001,CS308,26.0,44.0,70.0,B+
S2023IT002,CS301,22.0,30.0,52.0,C
S2023IT002,CS302,30.0,31.0,61.0,B+
S2023IT002,CS303,22.0,30.0,52.0,C
S2023IT002,CS304,28.0,38.0,66.0,B+
S2023IT002,CS305,27.0,41.0,68.0,B+
S2023IT002,CS306,14.0,25.0,39.0,U
S2023IT002,CS307,26.0,37.0,63.0,B+
S2023IT002,CS308,26.0,42.0,68.0,B+
S2023IT003,CS301,23.0,30.0,53.0,C
S2023IT003,CS302,22.0,30.0,52.0,C
S2023IT003,CS303,25.0,34.0,59.0,B
S2023IT003,CS304,22.0,30.0,52.0,C
S2023IT003,CS305,22.0,30.0,52.0,C
S2023IT003,CS306,23.0,32.0,55.0,C
S2023IT003,CS307,26.0,36.0,62.0,B+
S2023IT003,CS308,26.0,32.0,58.0,B
S2023IT004,CS301,27.0,36.0,63.0,B+
S2023IT004,CS302,22.0,35.0,57.0,B
S2023IT004,CS303,22.0,37.0,59.0,B
S2023IT004,CS304,27.0,41.0,68.0,B+
S2023IT004,CS305,22.0,39.0,61.0,B+
S2023IT004,CS306,36.0,42.0,78.0,A
S2023IT004,CS307,22.0,37.0,59.0,B
S2023IT004,CS308,25.0,46.0,71.0,A
S2023IT005,CS301,31.0,49.0,80.0,A
S2023IT005,CS302,27.0,44.0,71.0,A
S2023IT005,CS303,31.0,42.0,73.0,A
S2023IT005,CS304,28.0,40.0,68.0,B+
S2023IT005,CS305,25.0,42.0,67.0,B+
S2023IT005,CS306,24.0,41.0,65.0,B+
S2023IT005,CS307,33.0,52.0,85.0,A+
S2023IT005,CS308,28.0,38.0,66.0,B+
S2023IT006,CS301,27.0,46.0,73.0,A
S2023IT006,CS302,31.0,47.0,78.0,A
S2023IT006,CS303,31.0,40.0,71.0,A
S2023IT006,CS304,26.0,30.0,56.0,B
S2023IT006,CS305,28.0,39.0,67.0,B+
S2023IT006,CS306,27.0,44.0,71.0,A
S2023IT006,CS307,28.0,42.0,70.0,B+
S2023IT006,CS308,24.0,40.0,64.0,B+
S2023IT007,CS301,34.0,48.0,82.0,A+
S2023IT007,CS302,35.0,46.0,81.0,A+
S2023IT007,CS303,31.0,45.0,76.0,A
S2023IT007,CS304,31.0,51.0,82.0,A+
S2023IT007,CS305,34.0,53.0,87.0,A+
S2023IT007,CS306,34.0,58.0,92.0,O
S2023IT007,CS307,28.0,48.0,76.0,A
S2023IT007,CS308,32.0,45.0,77.0,A
S2023IT008,CS301,30.0,48.0,78.0,A
S2023IT008,CS302,22.0,47.0,69.0,B+
S2023IT008,CS303,33.0,49.0,82.0,A+
S2023IT008,CS304,31.0,40.0,71.0,A
S2023IT008,CS305,26.0,41.0,67.0,B+
S2023IT008,CS306,36.0,41.0,77.0,A
S2023IT008,CS307,23.0,39.0,62.0,B+
S2023IT008,CS308,25.0,40.0,65.0,B+
S2023IT009,CS301,24.0,34.0,58.0,B
S2023IT009,CS302,26.0,34.0,60.0,B
S2023IT009,CS303,25.0,39.0,64.0,B+
S2023IT009,CS304,24.0,52.0,76.0,A
S2023IT009,CS305,22.0,30.0,52.0,C
S2023IT009,CS306,23.0,37.0,60.0,B
S2023IT009,CS307,22.0,30.0,52.0,C
S2023IT009,CS308,22.0,30.0,52.0,C
S2023IT010,CS301,22.0,30.0,52.0,C
S2023IT010,CS302,23.0,31.0,54.0,C
S2023IT010,CS303,22.0,30.0,52.0,C
S2023IT010,CS304,22.0,32.0,54.0,C
S2023IT010,CS305,25.0,30.0,55.0,C
S2023IT010,CS306,24.0,36.0,60.0,B
S2023IT010,CS307,26.0,36.0,62.0,B+
S2023IT010,CS308,22.0,33.0,55.0,C
S2023IT011,CS301,20.0,13.0,33.0,U
S2023IT011,CS302,32.0,48.0,80.0,A
S2023IT011,CS303,35.0,49.0,84.0,A+
S2023IT011,CS304,30.0,46.0,76.0,A
S2023IT011,CS305,30.0,45.0,75.0,A
S2023IT011,CS306,34.0,50.0,84.0,A+
S2023IT011,CS307,15.0,14.0,29.0,U
S2023IT011,CS308,33.0,42.0,75.0,A
S2023IT012,CS301,29.0,36.0,65.0,B+
S2023IT012,CS302,31.0,51.0,82.0,A+
S2023IT012,CS303,30.0,44.0,74.0,A
S2023IT012,CS304,25.0,35.0,60.0,B
S2023IT012,CS305,18.0,19.0,37.0,U
S2023IT012,CS306,27.0,40.0,67.0,B+
S2023IT012,CS307,31.0,50.0,81.0,A+
S2023IT012,CS308,29.0,45.0,74.0,A
S2023IT013,CS301,22.0,39.0,61.0,B+
S2023IT013,CS302,29.0,47.0,76.0,A
S2023IT013,CS303,30.0,43.0,73.0,A
S2023IT013,CS304,30.0,38.0,68.0,B+
S2023IT013,CS305,28.0,48.0,76.0,A
S2023IT013,CS306,25.0,46.0,71.0,A
S2023IT013,CS307,25.0,43.0,68.0,B+
S2023IT013,CS308,30.0,39.0,69.0,B+
S2023IT014,CS301,22.0,38.0,60.0,B
S2023IT014,CS302,22.0,30.0,52.0,C
S2023IT014,CS303,30.0,38.0,68.0,B+
S2023IT014,CS304,30.0,31.0,61.0,B+
S2023IT014,CS305,29.0,33.0,62.0,B+
S2023IT014,CS306,24.0,41.0,65.0,B+
S2023IT014,CS307,24.0,42.0,66.0,B+
S2023IT014,CS308,22.0,32.0,54.0,C
S2023IT015,CS301,29.0,42.0,71.0,A
S2023IT015,CS302,27.0,34.0,61.0,B+
S2023IT015,CS303,25.0,36.0,61.0,B+
S2023IT015,CS304,26.0,45.0,71.0,A
S2023IT015,CS305,28.0,42.0,70.0,B+
S2023IT015,CS306,23.0,35.0,58.0,B
S2023IT015,CS307,30.0,45.0,75.0,A
S2023IT015,CS308,24.0,44.0,68.0,B+
S2023IT016,CS301,23.0,40.0,63.0,B+
S2023IT016,CS302,22.0,36.0,58.0,B
S2023IT016,CS303,23.0,30.0,53.0,C
S2023IT016,CS304,29.0,37.0,66.0,B+
S2023IT016,CS305,34.0,45.0,79.0,A
S2023IT016,CS306,30.0,33.0,63.0,B+
S2023IT016,CS307,22.0,33.0,55.0,C
S2023IT016,CS308,24.0,30.0,54.0,C
S2023IT017,CS301,24.0,37.0,61.0,B+
S2023IT017,CS302,22.0,42.0,64.0,B+
S2023IT017,CS303,24.0,39.0,63.0,B+
S2023IT017,CS304,31.0,37.0,68.0,B+
S2023IT017,CS305,28.0,34.0,62.0,B+
S2023IT017,CS306,38.0,46.0,84.0,A+
S2023IT017,CS307,24.0,39.0,63.0,B+
S2023IT017,CS308,27.0,37.0,64.0,B+
S2023IT018,CS301,35.0,48.0,83.0,A+
S2023IT018,CS302,31.0,47.0,78.0,A
S2023IT018,CS303,38.0,57.0,95.0,O
S2023IT018,CS304,36.0,56.0,92.0,O
S2023IT018,CS305,35.0,51.0,86.0,A+
S2023IT018,CS306,38.0,51.0,89.0,A+
S2023IT018,CS307,35.0,60.0,95.0,O
S2023IT018,CS308,36.0,60.0,96.0,O
S2023IT019,CS301,33.0,43.0,76.0,A
S2023IT019,CS302,34.0,47.0,81.0,A+
S2023IT019,CS303,28.0,44.0,72.0,A
S2023IT019,CS304,25.0,41.0,66.0,B+
S2023IT019,CS305,30.0,40.0,70.0,B+
S2023IT019,CS306,34.0,47.0,81.0,A+
S2023IT019,CS307,31.0,44.0,75.0,A
S2023IT019,CS308,22.0,40.0,62.0,B+
S2023IT020,CS301,22.0,32.0,54.0,C
S2023IT020,CS302,31.0,47.0,78.0,A
S2023IT020,CS303,33.0,49.0,82.0,A+
S2023IT020,CS304,27.0,44.0,71.0,A
S2023IT020,CS305,29.0,49.0,78.0,A
S2023IT020,CS306,28.0,39.0,67.0,B+
S2023IT020,CS307,25.0,43.0,68.0,B+
S2023IT020,CS308,28.0,54.0,82.0,A+
S2023IT021,CS301,22.0,42.0,64.0,B+
S2023IT021,CS302,30.0,49.0,79.0,A
S2023IT021,CS303,23.0,36.0,59.0,B
S2023IT021,CS304,33.0,51.0,84.0,A+
S2023IT021,CS305,20.0,27.0,47.0,U
S2023IT021,CS306,29.0,53.0,82.0,A+
S2023IT021,CS307,34.0,51.0,85.0,A+
S2023IT021,CS308,33.0,45.0,78.0,A
S2023IT022,CS301,25.0,43.0,68.0,B+
S2023IT022,CS302,29.0,34.0,63.0,B+
S2023IT022,CS303,40.0,48.0,88.0,A+
S2023IT022,CS304,37.0,53.0,90.0,A+
S2023IT022,CS305,25.0,42.0,67.0,B+
S2023IT022,CS306,26.0,43.0,69.0,B+
S2023IT022,CS307,29.0,40.0,69.0,B+
S2023IT022,CS308,38.0,50.0,88.0,A+
S2023IT023,CS301,22.0,32.0,54.0,C
S2023IT023,CS302,27.0,37.0,64.0,B+
S2023IT023,CS303,22.0,38.0,60.0,B
S2023IT023,CS304,26.0,44.0,70.0,B+
S2023IT023,CS305,26.0,28.0,54.0,U
S2023IT023,CS306,26.0,42.0,68.0,B+
S2023IT023,CS307,29.0,36.0,65.0,B+
S2023IT023,CS308,22.0,32.0,54.0,C
S2023IT024,CS301,23.0,35.0,58.0,B
S2023IT024,CS302,22.0,35.0,57.0,B
S2023IT024,CS303,23.0,37.0,60.0,B
S2023IT024,CS304,29.0,47.0,76.0,A
S2023IT024,CS305,24.0,34.0,58.0,B
S2023IT024,CS306,23.0,40.0,63.0,B+
S2023IT024,CS307,22.0,38.0,60.0,B
S2023IT024,CS308,22.0,42.0,64.0,B+
S2023IT025,CS301,34.0,49.0,83.0,A+
S2023IT025,CS302,35.0,54.0,89.0,A+
S2023IT025,CS303,31.0,46.0,77.0,A
S2023IT025,CS304,27.0,51.0,78.0,A
S2023IT025,CS305,35.0,46.0,81.0,A+
S2023IT025,CS306,33.0,46.0,79.0,A
S2023IT025,CS307,25.0,40.0,65.0,B+
S2023IT025,CS308,31.0,50.0,81.0,A+
S2023IT026,CS301,33.0,44.0,77.0,A
S2023IT026,CS302,27.0,44.0,71.0,A
S2023IT026,CS303,30.0,42.0,72.0,A
S2023IT026,CS304,30.0,44.0,74.0,A
S2023IT026,CS305,29.0,51.0,80.0,A
S2023IT026,CS306,33.0,53.0,86.0,A+
S2023IT026,CS307,27.0,39.0,66.0,B+
S2023IT026,CS308,33.0,45.0,78.0,A
S2023IT027,CS301,30.0,42.0,72.0,A
S2023IT027,CS302,24.0,41.0,65.0,B+
S2023IT027,CS303,23.0,45.0,68.0,B+
S2023IT027,CS304,23.0,42.0,65.0,B+
S2023IT027,CS305,27.0,45.0,72.0,A
S2023IT027,CS306,23.0,50.0,73.0,A
S2023IT027,CS307,25.0,44.0,69.0,B+
S2023IT027,CS308,32.0,49.0,81.0,A+
S2023IT028,CS301,25.0,43.0,68.0,B+
S2023IT028,CS302,29.0,45.0,74.0,A
S2023IT028,CS303,31.0,48.0,79.0,A
S2023IT028,CS304,35.0,53.0,88.0,A+
S2023IT028,CS305,27.0,45.0,72.0,A
S2023IT028,CS306,32.0,46.0,78.0,A
S2023IT028,CS307,26.0,54.0,80.0,A
S2023IT028,CS308,30.0,53.0,83.0,A+
S2023IT029,CS301,28.0,48.0,76.0,A
S2023IT029,CS302,24.0,44.0,68.0,B+
S2023IT029,CS303,32.0,49.0,81.0,A+
S2023IT029,CS304,31.0,44.0,75.0,A
S2023IT029,CS305,26.0,51.0,77.0,A
S2023IT029,CS306,35.0,40.0,75.0,A
S2023IT029,CS307,32.0,49.0,81.0,A+
S2023IT029,CS308,31.0,50.0,81.0,A+
S2023IT030,CS301,25.0,45.0,70.0,B+
S2023IT030,CS302,27.0,48.0,75.0,A
S2023IT030,CS303,29.0,39.0,68.0,B+
S2023IT030,CS304,27.0,43.0,70.0,B+
S2023IT030,CS305,23.0,35.0,58.0,B
S2023IT030,CS306,32.0,45.0,77.0,A
S2023IT030,CS307,23.0,45.0,68.0,B+
S2023IT030,CS308,30.0,41.0,71.0,A
S2023IT031,CS301,30.0,45.0,75.0,A
S2023IT031,CS302,31.0,46.0,77.0,A
S2023IT031,CS303,30.0,41.0,71.0,A
S2023IT031,CS304,22.0,36.0,58.0,B
S2023IT031,CS305,33.0,45.0,78.0,A
S2023IT031,CS306,24.0,44.0,68.0,B+
S2023IT031,CS307,30.0,48.0,78.0,A
S2023IT031,CS308,27.0,44.0,71.0,A
S2023IT032,CS301,24.0,39.0,63.0,B+
S2023IT032,CS302,22.0,30.0,52.0,C
S2023IT032,CS303,22.0,30.0,52.0,C
S2023IT032,CS304,24.0,35.0,59.0,B
S2023IT032,CS305,27.0,33.0,60.0,B
S2023IT032,CS306,24.0,33.0,57.0,B
S2023IT032,CS307,22.0,30.0,52.0,C
S2023IT032,CS308,22.0,30.0,52.0,C
S2023IT033,CS301,29.0,47.0,76.0,A
S2023IT033,CS302,27.0,37.0,64.0,B+
S2023IT033,CS303,24.0,41.0,65.0,B+
S2023IT033,CS304,25.0,34.0,59.0,B
S2023IT033,CS305,27.0,45.0,72.0,A
S2023IT033,CS306,25.0,38.0,63.0,B+
S2023IT033,CS307,22.0,32.0,54.0,C
S2023IT033,CS308,30.0,42.0,72.0,A
S2023IT034,CS301,25.0,43.0,68.0,B+
S2023IT034,CS302,36.0,51.0,87.0,A+
S2023IT034,CS303,25.0,42.0,67.0,B+
S2023IT034,CS304,29.0,46.0,75.0,A
S2023IT034,CS305,22.0,44.0,66.0,B+
S2023IT034,CS306,34.0,49.0,83.0,A+
S2023IT034,CS307,35.0,50.0,85.0,A+
S2023IT034,CS308,27.0,48.0,75.0,A
S2023IT035,CS301,31.0,39.0,70.0,B+
S2023IT035,CS302,22.0,40.0,62.0,B+
S2023IT035,CS303,28.0,51.0,79.0,A
S2023IT035,CS304,26.0,42.0,68.0,B+
S2023IT035,CS305,28.0,44.0,72.0,A
S2023IT035,CS306,31.0,48.0,79.0,A
S2023IT035,CS307,30.0,45.0,75.0,A
S2023IT035,CS308,27.0,38.0,65.0,B+
S2023IT036,CS301,24.0,34.0,58.0,B
S2023IT036,CS302,31.0,38.0,69.0,B+
S2023IT036,CS303,29.0,36.0,65.0,B+
S2023IT036,CS304,21.0,25.0,46.0,U
S2023IT036,CS305,14.0,14.0,28.0,U
S2023IT036,CS306,24.0,31.0,55.0,C
S2023IT036,CS307,23.0,30.0,53.0,C
S2023IT036,CS308,22.0,37.0,59.0,B
S2023IT037,CS301,18.0,27.0,45.0,U
S2023IT037,CS302,30.0,41.0,71.0,A
S2023IT037,CS303,29.0,37.0,66.0,B+
S2023IT037,CS304,32.0,44.0,76.0,A
S2023IT037,CS305,26.0,44.0,70.0,B+
S2023IT037,CS306,29.0,44.0,73.0,A
S2023IT037,CS307,32.0,42.0,74.0,A
S2023IT037,CS308,27.0,35.0,62.0,B+
S2023IT038,CS301,22.0,30.0,52.0,C
