student_id,course_code,semester
S2022CS026,CS302,2025-26 ODD
S2022CS026,CS303,2025-26 ODD
S2022CS026,CS304,2025-26 ODD
S2022CS026,CS305,2025-26 EVEN
S2022CS026,CS306,2025-26 EVEN
S2022CS026,CS307,2025-26 EVEN
S2022CS026,CS308,2025-26 EVEN
S2022CS027,CS301,2025-26 ODD
S2022CS027,CS302,2025-26 ODD
S2022CS027,CS303,2025-26 ODD
S2022CS027,CS304,2025-26 ODD
S2022CS027,CS305,2025-26 EVEN
S2022CS027,CS306,2025-26 EVEN
S2022CS027,CS307,2025-26 EVEN
S2022CS027,CS308,2025-26 EVEN
S2022CS028,CS301,2025-26 ODD
S2022CS028,CS302,2025-26 ODD
S2022CS028,CS303,2025-26 ODD
S2022CS028,CS304,2025-26 ODD
S2022CS028,CS305,2025-26 EVEN
S2022CS028,CS306,2025-26 EVEN
S2022CS028,CS307,2025-26 EVEN
S2022CS028,CS308,2025-26 EVEN
S2022CS029,CS301,2025-26 ODD
S2022CS029,CS302,2025-26 ODD
S2022CS029,CS303,2025-26 ODD
S2022CS029,CS304,2025-26 ODD
S2022CS029,CS305,2025-26 EVEN
S2022CS029,CS306,2025-26 EVEN
S2022CS029,CS307,2025-26 EVEN
S2022CS029,CS308,2025-26 EVEN
S2022CS030,CS301,2025-26 ODD
S2022CS030,CS302,2025-26 ODD
S2022CS030,CS303,2025-26 ODD
S2022CS030,CS304,2025-26 ODD
S2022CS030,CS305,2025-26 EVEN
S2022CS030,CS306,2025-26 EVEN
S2022CS030,CS307,2025-26 EVEN
S2022CS030,CS308,2025-26 EVEN
S2022CS031,CS301,2025-26 ODD
S2022CS031,CS302,2025-26 ODD
S2022CS031,CS303,2025-26 ODD
S2022CS031,CS304,2025-26 ODD
S2022CS031,CS305,2025-26 EVEN
S2022CS031,CS306,2025-26 EVEN
S2022CS031,CS307,2025-26 EVEN
S2022CS031,CS308,2025-26 EVEN
S2022CS032,CS301,2025-26 ODD
S2022CS032,CS302,2025-26 ODD
S2022CS032,CS303,2025-26 ODD
S2022CS032,CS304,2025-26 ODD
S2022CS032,CS305,2025-26 EVEN
S2022CS032,CS306,2025-26 EVEN
S2022CS032,CS307,2025-26 EVEN
S2022CS032,CS308,2025-26 EVEN
S2022CS033,CS301,2025-26 ODD
S2022CS033,CS302,2025-26 ODD
S2022CS033,CS303,2025-26 ODD
S2022CS033,CS304,2025-26 ODD
S2022CS033,CS305,2025-26 EVEN
S2022CS033,CS306,2025-26 EVEN
S2022CS033,CS307,2025-26 EVEN
S2022CS033,CS308,2025-26 EVEN
S2022CS034,CS301,2025-26 ODD
S2022CS034,CS302,2025-26 ODD
S2022CS034,CS303,2025-26 ODD
S2022CS034,CS304,2025-26 ODD
S2022CS034,CS305,2025-26 EVEN
S2022CS034,CS306,2025-26 EVEN
S2022CS034,CS307,2025-26 EVEN
S2022CS034,CS308,2025-26 EVEN
S2022CS035,CS301,2025-26 ODD
S2022CS035,CS302,2025-26 ODD
S2022CS035,CS303,2025-26 ODD
S2022CS035,CS304,2025-26 ODD
S2022CS035,CS305,2025-26 EVEN
S2022CS035,CS306,2025-26 EVEN
S2022CS035,CS307,2025-26 EVEN
S2022CS035,CS308,2025-26 EVEN
S2022CS036,CS301,2025-26 ODD
S2022CS036,CS302,2025-26 ODD
S2022CS036,CS303,2025-26 ODD
S2022CS036,CS304,2025-26 ODD
S2022CS036,CS305,2025-26 EVEN
S2022CS036,CS306,2025-26 EVEN
S2022CS036,CS307,2025-26 EVEN
S2022CS036,CS308,2025-26 EVEN
S2022CS037,CS301,2025-26 ODD
S2022CS037,CS302,2025-26 ODD
S2022CS037,CS303,2025-26 ODD
S2022CS037,CS304,2025-26 ODD
S2022CS037,CS305,2025-26 EVEN
S2022CS037,CS306,2025-26 EVEN
S2022CS037,CS307,2025-26 EVEN
S2022CS037,CS308,2025-26 EVEN
S2022CS038,CS301,2025-26 ODD
S2022CS038,CS302,2025-26 ODD
S2022CS038,CS303,2025-26 ODD
S2022CS038,CS304,2025-26 ODD
S2022CS038,CS305,2025-26 EVEN
S2022CS038,CS306,2025-26 EVEN
S2022CS038,CS307,2025-26 EVEN
S2022CS038,CS308,2025-26 EVEN
S2022CS039,CS301,2025-26 ODD
S2022CS039,CS302,2025-26 ODD
S2022CS039,CS303,2025-26 ODD
S2022CS039,CS304,2025-26 ODD
S2022CS039,CS305,2025-26 EVEN
S2022CS039,CS306,2025-26 EVEN
S2022CS039,CS307,2025-26 EVEN
S2022CS039,CS308,2025-26 EVEN
S2022CS040,CS301,2025-26 ODD
S2022CS040,CS302,2025-26 ODD
S2022CS040,CS303,2025-26 ODD
S2022CS040,CS304,2025-26 ODD
S2022CS040,CS305,2025-26 EVEN
S2022CS040,CS306,2025-26 EVEN
S2022CS040,CS307,2025-26 EVEN
S2022CS040,CS308,2025-26 EVEN
S2023IT001,CS301,2025-26 ODD
S2023IT001,CS302,2025-26 ODD
S2023IT001,CS303,2025-26 ODD
S2023IT001,CS304,2025-26 ODD
S2023IT001,CS305,2025-26 EVEN
S2023IT001,CS306,2025-26 EVEN
S2023IT001,CS307,2025-26 EVEN
S2023IT001,CS308,2025-26 EVEN
S2023IT002,CS301,2025-26 ODD
S2023IT002,CS302,2025-26 ODD
S2023IT002,CS303,2025-26 ODD
S2023IT002,CS304,2025-26 ODD
S2023IT002,CS305,2025-26 EVEN
S2023IT002,CS306,2025-26 EVEN
S2023IT002,CS307,2025-26 EVEN
S2023IT002,CS308,2025-26 EVEN
S2023IT003,CS301,2025-26 ODD
S2023IT003,CS302,2025-26 ODD
S2023IT003,CS303,2025-26 ODD
S2023IT003,CS304,2025-26 ODD
S2023IT003,CS305,2025-26 EVEN
S2023IT003,CS306,2025-26 EVEN
S2023IT003,CS307,2025-26 EVEN
S2023IT003,CS308,2025-26 EVEN
S2023IT004,CS301,2025-26 ODD
S2023IT004,CS302,2025-26 ODD
S2023IT004,CS303,2025-26 ODD
S2023IT004,CS304,2025-26 ODD
S2023IT004,CS305,2025-26 EVEN
S2023IT004,CS306,2025-26 EVEN
S2023IT004,CS307,2025-26 EVEN
S2023IT004,CS308,2025-26 EVEN
S2023IT005,CS301,2025-26 ODD
S2023IT005,CS302,2025-26 ODD
S2023IT005,CS303,2025-26 ODD
S2023IT005,CS304,2025-26 ODD
S2023IT005,CS305,2025-26 EVEN
S2023IT005,CS306,2025-26 EVEN
S2023IT005,CS307,2025-26 EVEN
S2023IT005,CS308,2025-26 EVEN
S2023IT006,CS301,2025-26 ODD
S2023IT006,CS302,2025-26 ODD
S2023IT006,CS303,2025-26 ODD
S2023IT006,CS304,2025-26 ODD
S2023IT006,CS305,2025-26 EVEN
S2023IT006,CS306,2025-26 EVEN
S2023IT006,CS307,2025-26 EVEN
S2023IT006,CS308,2025-26 EVEN
S2023IT007,CS301,2025-26 ODD
S2023IT007,CS302,2025-26 ODD
S2023IT007,CS303,2025-26 ODD
S2023IT007,CS304,2025-26 ODD
S2023IT007,CS305,2025-26 EVEN
S2023IT007,CS306,2025-26 EVEN
S2023IT007,CS307,2025-26 EVEN
S2023IT007,CS308,2025-26 EVEN
S2023IT008,CS301,2025-26 ODD
S2023IT008,CS302,2025-26 ODD
S2023IT008,CS303,2025-26 ODD
S2023IT008,CS304,2025-26 ODD
S2023IT008,CS305,2025-26 EVEN
S2023IT008,CS306,2025-26 EVEN
S2023IT008,CS307,2025-26 EVEN
S2023IT008,CS308,2025-26 EVEN
S2023IT009,CS301,2025-26 ODD
S2023IT009,CS302,2025-26 ODD
S2023IT009,CS303,2025-26 ODD
S2023IT009,CS304,2025-26 ODD
S2023IT009,CS305,2025-26 EVEN
S2023IT009,CS306,2025-26 EVEN
S2023IT009,CS307,2025-26 EVEN
S2023IT009,CS308,2025-26 EVEN
S2023IT010,CS301,2025-26 ODD
S2023IT010,CS302,2025-26 ODD
S2023IT010,CS303,2025-26 ODD
S2023IT010,CS304,2025-26 ODD
S2023IT010,CS305,2025-26 EVEN
S2023IT010,CS306,2025-26 EVEN
S2023IT010,CS307,2025-26 EVEN
S2023IT010,CS308,2025-26 EVEN
S2023IT011,CS301,2025-26 ODD
S2023IT011,CS302,2025-26 ODD
S2023IT011,CS303,2025-26 ODD
S2023IT011,CS304,2025-26 ODD
S2023IT011,CS305,2025-26 EVEN
S2023IT011,CS306,2025-26 EVEN
S2023IT011,CS307,2025-26 EVEN
S2023IT011,CS308,2025-26 EVEN
S2023IT012,CS301,2025-26 ODD
S2023IT012,CS302,2025-26 ODD
S2023IT012,CS303,2025-26 ODD
S2023IT012,CS304,2025-26 ODD
S2023IT012,CS305,2025-26 EVEN
S2023IT012,CS306,2025-26 EVEN
S2023IT012,CS307,2025-26 EVEN
S2023IT012,CS308,2025-26 EVEN
S2023IT013,CS301,2025-26 ODD
S2023IT013,CS302,2025-26 ODD
S2023IT013,CS303,2025-26 ODD
S2023IT013,CS304,2025-26 ODD
S2023IT013,CS305,2025-26 EVEN
S2023IT013,CS306,2025-26 EVEN
S2023IT013,CS307,2025-26 EVEN
S2023IT013,CS308,2025-26 EVEN
S2023IT014,CS301,2025-26 ODD
S2023IT014,CS302,2025-26 ODD
S2023IT014,CS303,2025-26 ODD
S2023IT014,CS304,2025-26 ODD
S2023IT014,CS305,2025-26 EVEN
S2023IT014,CS306,2025-26 EVEN
S2023IT014,CS307,2025-26 EVEN
S2023IT014,CS308,2025-26 EVEN
S2023IT015,CS301,2025-26 ODD
S2023IT015,CS302,2025-26 ODD
S2023IT015,CS303,2025-26 ODD
S2023IT015,CS304,2025-26 ODD
S2023IT015,CS305,2025-26 EVEN
S2023IT015,CS306,2025-26 EVEN
S2023IT015,CS307,2025-26 EVEN
S2023IT015,CS308,2025-26 EVEN
S2023IT016,CS301,2025-26 ODD
S2023IT016,CS302,2025-26 ODD
S2023IT016,CS303,2025-26 ODD
S2023IT016,CS304,2025-26 ODD
S2023IT016,CS305,2025-26 EVEN
S2023IT016,CS306,2025-26 EVEN
S2023IT016,CS307,2025-26 EVEN
S2023IT016,CS308,2025-26 EVEN
S2023IT017,CS301,2025-26 ODD
S2023IT017,CS302,2025-26 ODD
S2023IT017,CS303,2025-26 ODD
S2023IT017,CS304,2025-26 ODD
S2023IT017,CS305,2025-26 EVEN
S2023IT017,CS306,2025-26 EVEN
S2023IT017,CS307,2025-26 EVEN
S2023IT017,CS308,2025-26 EVEN
S2023IT018,CS301,2025-26 ODD
S2023IT018,CS302,2025-26 ODD
S2023IT018,CS303,2025-26 ODD
S2023IT018,CS304,2025-26 ODD
S2023IT018,CS305,2025-26 EVEN
S2023IT018,CS306,2025-26 EVEN
S2023IT018,CS307,2025-26 EVEN
S2023IT018,CS308,2025-26 EVEN
S2023IT019,CS301,2025-26 ODD
S2023IT019,CS302,2025-26 ODD
S2023IT019,CS303,2025-26 ODD
S2023IT019,CS304,2025-26 ODD
S2023IT019,CS305,2025-26 EVEN
S2023IT019,CS306,2025-26 EVEN
S2023IT019,CS307,2025-26 EVEN
S2023IT019,CS308,2025-26 EVEN
S2023IT020,CS301,2025-26 ODD
S2023IT020,CS302,2025-26 ODD
S2023IT020,CS303,2025-26 ODD
S2023IT020,CS304,2025-26 ODD
S2023IT020,CS305,2025-26 EVEN
S2023IT020,CS306,2025-26 EVEN
S2023IT020,CS307,2025-26 EVEN
S2023IT020,CS308,2025-26 EVEN
S2023IT021,CS301,2025-26 ODD
S2023IT021,CS302,2025-26 ODD
S2023IT021,CS303,2025-26 ODD
S2023IT021,CS304,2025-26 ODD
S2023IT021,CS305,2025-26 EVEN
S2023IT021,CS306,2025-26 EVEN
S2023IT021,CS307,2025-26 EVEN
S2023IT021,CS308,2025-26 EVEN
S2023IT022,CS301,2025-26 ODD
S2023IT022,CS302,2025-26 ODD
S2023IT022,CS303,2025-26 ODD
S2023IT022,CS304,2025-26 ODD
S2023IT022,CS305,2025-26 EVEN
S2023IT022,CS306,2025-26 EVEN
S2023IT022,CS307,2025-26 EVEN
S2023IT022,CS308,2025-26 EVEN
S2023IT023,CS301,2025-26 ODD
S2023IT023,CS302,2025-26 ODD
S2023IT023,CS303,2025-26 ODD
S2023IT023,CS304,2025-26 ODD
S2023IT023,CS305,2025-26 EVEN
S2023IT023,CS306,2025-26 EVEN
S2023IT023,CS307,2025-26 EVEN
S2023IT023,CS308,2025-26 EVEN
S2023IT024,CS301,2025-26 ODD
S2023IT024,CS302,2025-26 ODD
S2023IT024,CS303,2025-26 ODD
S2023IT024,CS304,2025-26 ODD
S2023IT024,CS305,2025-26 EVEN
S2023IT024,CS306,2025-26 EVEN
S2023IT024,CS307,2025-26 EVEN
S2023IT024,CS308,2025-26 EVEN
S2023IT025,CS301,2025-26 ODD
S2023IT025,CS302,2025-26 ODD
S2023IT025,CS303,2025-26 ODD
S2023IT025,CS304,2025-26 ODD
S2023IT025,CS305,2025-26 EVEN
S2023IT025,CS306,2025-26 EVEN
S2023IT025,CS307,2025-26 EVEN
S2023IT025,CS308,2025-26 EVEN
S2023IT026,CS301,2025-26 ODD
S2023IT026,CS302,2025-26 ODD
S2023IT026,CS303,2025-26 ODD
S2023IT026,CS304,2025-26 ODD
S2023IT026,CS305,2025-26 EVEN
S2023IT026,CS306,2025-26 EVEN
S2023IT026,CS307,2025-26 EVEN
S2023IT026,CS308,2025-26 EVEN
S2023IT027,CS301,2025-26 ODD
S2023IT027,CS302,2025-26 ODD
S2023IT027,CS303,2025-26 ODD
S2023IT027,CS304,2025-26 ODD
S2023IT027,CS305,2025-26 EVEN
S2023IT027,CS306,2025-26 EVEN
S2023IT027,CS307,2025-26 EVEN
S2023IT027,CS308,2025-26 EVEN
S2023IT028,CS301,2025-26 ODD
S2023IT028,CS302,2025-26 ODD
S2023IT028,CS303,2025-26 ODD
S2023IT028,CS304,2025-26 ODD
S2023IT028,CS305,2025-26 EVEN
S2023IT028,CS306,2025-26 EVEN
S2023IT028,CS307,2025-26 EVEN
S2023IT028,CS308,2025-26 EVEN
S2023IT029,CS301,2025-26 ODD
S2023IT029,CS302,2025-26 ODD
S2023IT029,CS303,2025-26 ODD
S2023IT029,CS304,2025-26 ODD
S2023IT029,CS305,2025-26 EVEN
S2023IT029,CS306,2025-26 EVEN
S2023IT029,CS307,2025-26 EVEN
S2023IT029,CS308,2025-26 EVEN
S2023IT030,CS301,2025-26 ODD
S2023IT030,CS302,2025-26 ODD
S2023IT030,CS303,2025-26 ODD
S2023IT030,CS304,2025-26 ODD
S2023IT030,CS305,2025-26 EVEN
S2023IT030,CS306,2025-26 EVEN
S2023IT030,CS307,2025-26 EVEN
S2023IT030,CS308,2025-26 EVEN
S2023IT031,CS301,2025-26 ODD
S2023IT031,CS302,2025-26 ODD
S2023IT031,CS303,2025-26 ODD
S2023IT031,CS304,2025-26 ODD
S2023IT031,CS305,2025-26 EVEN
S2023IT031,CS306,2025-26 EVEN
S2023IT031,CS307,2025-26 EVEN
S2023IT031,CS308,2025-26 EVEN
S2023IT032,CS301,2025-26 ODD
S2023IT032,CS302,2025-26 ODD
S2023IT032,CS303,2025-26 ODD
S2023IT032,CS304,2025-26 ODD
S2023IT032,CS305,2025-26 EVEN
S2023IT032,CS306,2025-26 EVEN
S2023IT032,CS307,2025-26 EVEN
S2023IT032,CS308,2025-26 EVEN
S2023IT033,CS301,2025-26 ODD
S2023IT033,CS302,2025-26 ODD
S2023IT033,CS303,2025-26 ODD
S2023IT033,CS304,2025-26 ODD
S2023IT033,CS305,2025-26 EVEN
S2023IT033,CS306,2025-26 EVEN
S2023IT033,CS307,2025-26 EVEN
S2023IT033,CS308,2025-26 EVEN
S2023IT034,CS301,2025-26 ODD
S2023IT034,CS302,2025-26 ODD
S2023IT034,CS303,2025-26 ODD
S2023IT034,CS304,2025-26 ODD
S2023IT034,CS305,2025-26 EVEN
S2023IT034,CS306,2025-26 EVEN
S2023IT034,CS307,2025-26 EVEN
S2023IT034,CS308,2025-26 EVEN
S2023IT035,CS301,2025-26 ODD
S2023IT035,CS302,2025-26 ODD
S2023IT035,CS303,2025-26 ODD
S2023IT035,CS304,2025-26 ODD
S2023IT035,CS305,2025-26 EVEN
S2023IT035,CS306,2025-26 EVEN
S2023IT035,CS307,2025-26 EVEN
S2023IT035,CS308,2025-26 EVEN
S2023IT036,CS301,2025-26 ODD
S2023IT036,CS302,2025-26 ODD
S2023IT036,CS303,2025-26 ODD
S2023IT036,CS304,2025-26 ODD
S2023IT036,CS305,2025-26 EVEN
S2023IT036,CS306,2025-26 EVEN
S2023IT036,CS307,2025-26 EVEN
S2023IT036,CS308,2025-26 EVEN
S2023IT037,CS301,2025-26 ODD
S2023IT037,CS302,2025-26 ODD
S2023IT037,CS303,2025-26 ODD
S2023IT037,CS304,2025-26 ODD
S2023IT037,CS305,2025-26 EVEN
S2023IT037,CS306,2025-26 EVEN
S2023IT037,CS307,2025-26 EVEN
S2023IT037,CS308,2025-26 EVEN
S2023IT038,CS301,2025-26 ODD
S2023IT038,CS302,2025-26 ODD
S2023IT038,CS303,2025-26 ODD
S2023IT038,CS304,2025-26 ODD
S2023IT038,CS305,2025-26 EVEN
S2023IT038,CS306,2025-26 EVEN
S2023IT038,CS307,2025-26 EVEN
S2023IT038,CS308,2025-26 EVEN
S2023IT039,CS301,2025-26 ODD
S2023IT039,CS302,2025-26 ODD
S2023IT039,CS303,2025-26 ODD
S2023IT039,CS304,2025-26 ODD
S2023IT039,CS305,2025-26 EVEN
S2023IT039,CS306,2025-26 EVEN
S2023IT039,CS307,2025-26 EVEN
S2023IT039,CS308,2025-26 EVEN
S2023IT040,CS301,2025-26 ODD
S2023IT040,CS302,2025-26 ODD
S2023IT040,CS303,2025-26 ODD
S2023IT040,CS304,2025-26 ODD
S2023IT040,CS305,2025-26 EVEN
S2023IT040,CS306,2025-26 EVEN
S2023IT040,CS307,2025-26 EVEN
S2023IT040,CS308,2025-26 EVEN
S2022IT001,CS301,2025-26 ODD
S2022IT001,CS302,2025-26 ODD
S2022IT001,CS303,2025-26 ODD
S2022IT001,CS304,2025-26 ODD
S2022IT001,CS305,2025-26 EVEN
S2022IT001,CS306,2025-26 EVEN
S2022IT001,CS307,2025-26 EVEN
S2022IT001,CS308,2025-26 EVEN
S2022IT002,CS301,2025-26 ODD
S2022IT002,CS302,2025-26 ODD
S2022IT002,CS303,2025-26 ODD
S2022IT002,CS304,2025-26 ODD
S2022IT002,CS305,2025-26 EVEN
S2022IT002,CS306,2025-26 EVEN
S2022IT002,CS307,2025-26 EVEN
S2022IT002,CS308,2025-26 EVEN
S2022IT003,CS301,2025-26 ODD
S2022IT003,CS302,2025-26 ODD
S2022IT003,CS303,2025-26 ODD
S2022IT003,CS304,2025-26 ODD
S2022IT003,CS305,2025-26 EVEN
S2022IT003,CS306,2025-26 EVEN
S2022IT003,CS307,2025-26 EVEN
S2022IT003,CS308,2025-26 EVEN
S2022IT004,CS301,2025-26 ODD
S2022IT004,CS302,2025-26 ODD
S2022IT004,CS303,2025-26 ODD
S2022IT004,CS304,2025-26 ODD
S2022IT004,CS305,2025-26 EVEN
S2022IT004,CS306,2025-26 EVEN
S2022IT004,CS307,2025-26 EVEN
S2022IT004,CS308,2025-26 EVEN
S2022IT005,CS301,2025-26 ODD
S2022IT005,CS302,2025-26 ODD
S2022IT005,CS303,2025-26 ODD
S2022IT005,CS304,2025-26 ODD
S2022IT005,CS305,2025-26 EVEN
S2022IT005,CS306,2025-26 EVEN
S2022IT005,CS307,2025-26 EVEN
S2022IT005,CS308,2025-26 EVEN
S2022IT006,CS301,2025-26 ODD
S2022IT006,CS302,2025-26 ODD
S2022IT006,CS303,2025-26 ODD
S2022IT006,CS304,2025-26 ODD
S2022IT006,CS305,2025-26 EVEN
S2022IT006,CS306,2025-26 EVEN
S2022IT006,CS307,2025-26 EVEN
S2022IT006,CS308,2025-26 EVEN
S2022IT007,CS301,2025-26 ODD
S2022IT007,CS302,2025-26 ODD
S2022IT007,CS303,2025-26 ODD
S2022IT007,CS304,2025-26 ODD
S2022IT007,CS305,2025-26 EVEN
S2022IT007,CS306,2025-26 EVEN
S2022IT007,CS307,2025-26 EVEN
S2022IT007,CS308,2025-26 EVEN
S2022IT008,CS301,2025-26 ODD
S2022IT008,CS302,2025-26 ODD
S2022IT008,CS303,2025-26 ODD
S2022IT008,CS304,2025-26 ODD
S2022IT008,CS305,2025-26 EVEN
S2022IT008,CS306,2025-26 EVEN
S2022IT008,CS307,2025-26 EVEN
S2022IT008,CS308,2025-26 EVEN
S2022IT009,CS301,2025-26 ODD
S2022IT009,CS302,2025-26 ODD
S2022IT009,CS303,2025-26 ODD
S2022IT009,CS304,2025-26 ODD
S2022IT009,CS305,2025-26 EVEN
S2022IT009,CS306,2025-26 EVEN
S2022IT009,CS307,2025-26 EVEN
S2022IT009,CS308,2025-26 EVEN
S2022IT010,CS301,2025-26 ODD
S2022IT010,CS302,2025-26 ODD
S2022IT010,CS303,2025-26 ODD
S2022IT010,CS304,2025-26 ODD
S2022IT010,CS305,2025-26 EVEN
S2022IT010,CS306,2025-26 EVEN
S2022IT010,CS307,2025-26 EVEN
S2022IT010,CS308,2025-26 EVEN
S2022IT011,CS301,2025-26 ODD
S2022IT011,CS302,2025-26 ODD
S2022IT011,CS303,2025-26 ODD
S2022IT011,CS304,2025-26 ODD
S2022IT011,CS305,2025-26 EVEN
S2022IT011,CS306,2025-26 EVEN
S2022IT011,CS307,2025-26 EVEN
S2022IT011,CS308,2025-26 EVEN
S2022IT012,CS301,2025-26 ODD
S2022IT012,CS302,2025-26 ODD
S2022IT012,CS303,2025-26 ODD
S2022IT012,CS304,2025-26 ODD
S2022IT012,CS305,2025-26 EVEN
S2022IT012,CS306,2025-26 EVEN
S2022IT012,CS307,2025-26 EVEN
S2022IT012,CS308,2025-26 EVEN
S2022IT013,CS301,2025-26 ODD
S2022IT013,CS302,2025-26 ODD
S2022IT013,CS303,2025-26 ODD
S2022IT013,CS304,2025-26 ODD
S2022IT013,CS305,2025-26 EVEN
S2022IT013,CS306,2025-26 EVEN
S2022IT013,CS307,2025-26 EVEN
S2022IT013,CS308,2025-26 EVEN
S2022IT014,CS301,2025-26 ODD
S2022IT014,CS302,2025-26 ODD
S2022IT014,CS303,2025-26 ODD
S2022IT014,CS304,2025-26 ODD
S2022IT014,CS305,2025-26 EVEN
S2022IT014,CS306,2025-26 EVEN
S2022IT014,CS307,2025-26 EVEN
S2022IT014,CS308,2025-26 EVEN
S2022IT015,CS301,2025-26 ODD
S2022IT015,CS302,2025-26 ODD
S2022IT015,CS303,2025-26 ODD
S2022IT015,CS304,2025-26 ODD
S2022IT015,CS305,2025-26 EVEN
S2022IT015,CS306,2025-26 EVEN
S2022IT015,CS307,2025-26 EVEN
S2022IT015,CS308,2025-26 EVEN
S2022IT016,CS301,2025-26 ODD
S2022IT016,CS302,2025-26 ODD
S2022IT016,CS303,2025-26 ODD
S2022IT016,CS304,2025-26 ODD
S2022IT016,CS305,2025-26 EVEN
S2022IT016,CS306,2025-26 EVEN
S2022IT016,CS307,2025-26 EVEN
S2022IT016,CS308,2025-26 EVEN
S2022IT017,CS301,2025-26 ODD
S2022IT017,CS302,2025-26 ODD
S2022IT017,CS303,2025-26 ODD
S2022IT017,CS304,2025-26 ODD
S2022IT017,CS305,2025-26 EVEN
S2022IT017,CS306,2025-26 EVEN
S2022IT017,CS307,2025-26 EVEN
S2022IT017,CS308,2025-26 EVEN
S2022IT018,CS301,2025-26 ODD
S2022IT018,CS302,2025-26 ODD
S2022IT018,CS303,2025-26 ODD
S2022IT018,CS304,2025-26 ODD
S2022IT018,CS305,2025-26 EVEN
S2022IT018,CS306,2025-26 EVEN
S2022IT018,CS307,2025-26 EVEN
S2022IT018,CS308,2025-26 EVEN
S2022IT019,CS301,2025-26 ODD
S2022IT019,CS302,2025-26 ODD
S2022IT019,CS303,2025-26 ODD
S2022IT019,CS304,2025-26 ODD
S2022IT019,CS305,2025-26 EVEN
S2022IT019,CS306,2025-26 EVEN
S2022IT019,CS307,2025-26 EVEN
S2022IT019,CS308,2025-26 EVEN
S2022IT020,CS301,2025-26 ODD
S2022IT020,CS302,2025-26 ODD
S2022IT020,CS303,2025-26 ODD
S2022IT020,CS304,2025-26 ODD
S2022IT020,CS305,2025-26 EVEN
S2022IT020,CS306,2025-26 EVEN
S2022IT020,CS307,2025-26 EVEN
S2022IT020,CS308,2025-26 EVEN
S2023AD001,CS301,2025-26 ODD
S2023AD001,CS302,2025-26 ODD
S2023AD001,CS303,2025-26 ODD
S2023AD001,CS304,2025-26 ODD
S2023AD001,CS305,2025-26 EVEN
S2023AD001,CS306,2025-26 EVEN
S2023AD001,CS307,2025-26 EVEN
S2023AD001,CS308,2025-26 EVEN
S2023AD002,CS301,2025-26 ODD
S2023AD002,CS302,2025-26 ODD
S2023AD002,CS303,2025-26 ODD
S2023AD002,CS304,2025-26 ODD
S2023AD002,CS305,2025-26 EVEN
S2023AD002,CS306,2025-26 EVEN
S2023AD002,CS307,2025-26 EVEN
S2023AD002,CS308,2025-26 EVEN
S2023AD003,CS301,2025-26 ODD
S2023AD003,CS302,2025-26 ODD
S2023AD003,CS303,2025-26 ODD
S2023AD003,CS304,2025-26 ODD
S2023AD003,CS305,2025-26 EVEN
S2023AD003,CS306,2025-26 EVEN
S2023AD003,CS307,2025-26 EVEN
S2023AD003,CS308,2025-26 EVEN
S2023AD004,CS301,2025-26 ODD
S2023AD004,CS302,2025-26 ODD
S2023AD004,CS303,2025-26 ODD
S2023AD004,CS304,2025-26 ODD
S2023AD004,CS305,2025-26 EVEN
S2023AD004,CS306,2025-26 EVEN
S2023AD004,CS307,2025-26 EVEN
S2023AD004,CS308,2025-26 EVEN
S2023AD005,CS301,2025-26 ODD
S2023AD005,CS302,2025-26 ODD
S2023AD005,CS303,2025-26 ODD
S2023AD005,CS304,2025-26 ODD
S2023AD005,CS305,2025-26 EVEN
S2023AD005,CS306,2025-26 EVEN
S2023AD005,CS307,2025-26 EVEN
S2023AD005,CS308,2025-26 EVEN
S2023AD006,CS301,2025-26 ODD
S2023AD006,CS302,2025-26 ODD
S2023AD006,CS303,2025-26 ODD
S2023AD006,CS304,2025-26 ODD
S2023AD006,CS305,2025-26 EVEN
S2023AD006,CS306,2025-26 EVEN
S2023AD006,CS307,2025-26 EVEN
S2023AD006,CS308,2025-26 EVEN
S2023AD007,CS301,2025-26 ODD
S2023AD007,CS302,2025-26 ODD
S2023AD007,CS303,2025-26 ODD
S2023AD007,CS304,2025-26 ODD
S2023AD007,CS305,2025-26 EVEN
S2023AD007,CS306,2025-26 EVEN
S2023AD007,CS307,2025-26 EVEN
S2023AD007,CS308,2025-26 EVEN
S2023AD008,CS301,2025-26 ODD
S2023AD008,CS302,2025-26 ODD
S2023AD008,CS303,2025-26 ODD
S2023AD008,CS304,2025-26 ODD
S2023AD008,CS305,2025-26 EVEN
S2023AD008,CS306,2025-26 EVEN
S2023AD008,CS307,2025-26 EVEN
S2023AD008,CS308,2025-26 EVEN
S2023AD009,CS301,2025-26 ODD
S2023AD009,CS302,2025-26 ODD
S2023AD009,CS303,2025-26 ODD
S2023AD009,CS304,2025-26 ODD
S2023AD009,CS305,2025-26 EVEN
S2023AD009,CS306,2025-26 EVEN
S2023AD009,CS307,2025-26 EVEN
S2023AD009,CS308,2025-26 EVEN
S2023AD010,CS301,2025-26 ODD
S2023AD010,CS302,2025-26 ODD
S2023AD010,CS303,2025-26 ODD
S2023AD010,CS304,2025-26 ODD
S2023AD010,CS305,2025-26 EVEN
S2023AD010,CS306,2025-26 EVEN
S2023AD010,CS307,2025-26 EVEN
S2023AD010,CS308,2025-26 EVEN
S2023AD011,CS301,2025-26 ODD
S2023AD011,CS302,2025-26 ODD
S2023AD011,CS303,2025-26 ODD
